clues,clues_nombre,jurisdiccion,caravana_region,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega,lista_base_id,created_at,updated_at
CSSSA018834,CENTRO DE SALUD MICROREGIONAL CHABAN,9,NULL,CHILÓN,CHABÁN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018846,CENTRO DE SALUD MICROREGIONAL MUQUENAL,9,NULL,CHILÓN,MUQUENAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018851,CENTRO DE SALUD MICROREGIONAL CARMEN XAQUILA,9,NULL,CHILÓN,CARMEN XAQUILÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018863,CENTRO DE SALUD MICROREGIONAL EL EDEN,9,NULL,CHILÓN,EL EDÉN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018880,CENTRO DE SALUD RURAL MACAYO 3A. SECCIÓN,5,NULL,REFORMA,MACAYO 3RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018892,CENTRO DE SALUD RURAL LAGUNA GRANDE,5,NULL,PANTEPEC,LAGUNA GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018904,CENTRO DE SALUD RURAL VILLA LUZ,5,NULL,HUITIUPÁN,VILLA LUZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018916,CENTRO DE SALUD RURAL NUEVA SABANILLA,3,NULL,MARAVILLA TENEJAPA,NUEVA SABANILLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018921,LAS LIMAS,2,NULL,PANTELHÓ,LAS LIMAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018933,MACVILHO,2,NULL,CHAMULA,MACVILHO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018945,ICO,2,NULL,ALDAMA,ICO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018950,CHILIMJOVELTIC,2,NULL,CHAMULA,CHILIMJOVELTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018962,TZIMOL,3,NULL,TZIMOL,TZIMOL,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018974,COMITÁN (U.N.E.M.E. CAPA),3,NULL,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018986,FRONTERA COMALAPA  (U.N.E.M.E. CAPA),3,NULL,FRONTERA COMALAPA,FRONTERA COMALAPA,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018991,CARAVANA TIPO 0 TZABALHÓ,2,2,CHENALHÓ,TZABALHÓ,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019003,CARAVANA TIPO 0 LA PROVIDENCIA,2,2,PANTELHÓ,LA PROVIDENCIA,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019015,CARAVANA TIPO 0 JOCOSIC,2,2,HUIXTÁN,JOCOSIC,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019020,CARAVANA TIPO 0 EL DURAZNAL SANTA FE,9,9,CHILÓN,EL DURAZNAL SANTA FE,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019032,CARAVANA TIPO 0 BAWITZ TUTZILTIK,9,9,CHILÓN,BAWITZ TUTZILTIK,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019044,CARAVANA TIPO 0 SEGUNDO TZAJALCHÉN,9,9,CHILÓN,SEGUNDO TZAJALCHÉN,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019056,CARAVANA TIPO 0 PARAÍSO CHICOTÁNIL,9,9,SITALÁ,PARAÍSO CHICOTÁNIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019061,CARAVANA TIPO 0 YOCHIBJÁ,9,9,CHILÓN,YOCHIBJÁ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019073,CARAVANA TIPO 0 UJCAYIL,9,9,CHILÓN,UJCAYIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA019085,CLÍNICA DE LA MUJER CINTALAPA,1,NULL,CINTALAPA,CINTALAPA DE FIGUEROA,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019090,CLÍNICA DE LA MUJER SAN CRISTÓBAL DE LAS CASAS,2,NULL,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019102,CLÍNICA DE LA MUJER PICHUCALCO,5,NULL,PICHUCALCO,PICHUCALCO,"CLÍNICA DE ESPECIALIDADES
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019114,CLÍNICA DE LA MUJER PALENQUE,6,NULL,PALENQUE,PALENQUE,"CLÍNICA DE ESPECIALIDADES
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019126,CLÍNICA DE LA MUJER TONALÁ,8,NULL,TONALÁ,TONALÁ,"CLÍNICA DE ESPECIALIDADES
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019131,CENTRO DE SALUD MICROREGIONAL CERRO JAQUIMA,1,NULL,OCOTEPEC,CERRO JAQUIMA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019143,CENTRO DE SALUD MICROREGIONAL SAN MIGUEL LA SARDINA,1,NULL,FRANCISCO LEÓN,SAN MIGUEL LA SARDINA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019155,CENTRO DE SALUD MICROREGIONAL SAN JOSÉ PLAN OCOTAL,1,NULL,OCOTEPEC,SAN JOSÉ PLAN OCOTAL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019160,TONALÁ (UNEME CAPA),8,NULL,TONALÁ,TONALÁ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019172,PALENQUE (UNEME CAPA),6,NULL,PALENQUE,PALENQUE,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019184,CENTRO DE SALUD MICROREGIONAL LA LIBERTAD,2,NULL,CHENALHÓ,LA LIBERTAD,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019196,CENTRO DE SALUD MICROREGIONAL PASHTONTICJA,2,NULL,OXCHUC,PASHTONTICJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019201,CENTRO DE SALUD MICROREGIONAL YUT BASH UNO,2,NULL,CHAMULA,YUT BASH UNO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019213,CENTRO DE SALUD MICROREGIONAL CHIMTIC,2,NULL,CHENALHÓ,CHIMTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019225,CENTRO DE SALUD MICROREGIONAL CHIXILTÓN,2,NULL,CHENALHÓ,CHIXILTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019230,CENTRO DE SALUD MICROREGIONAL NUEVA MORELIA,10,NULL,AMATENANGO DE LA FRONTERA,NUEVA MORELIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019254,CENTRO DE SALUD MICROREGIONAL YASHNAIL,2,NULL,SAN JUAN CANCUC,YASHNAIL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019266,CENTRO DE SALUD MICROREGIONAL BAPUZ,2,NULL,SAN JUAN CANCUC,BAPUZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019271,CENTRO DE SALUD MICROREGIONAL TZULUWITZ,2,NULL,SAN JUAN CANCUC,TZULUWITZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019283,CENTRO DE SALUD MICROREGIONAL CHILOLJA,2,NULL,SAN JUAN CANCUC,CHILOLJÁ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019300,CENTRO DE SALUD MICROREGIONAL SAN ANDRES PUERTO RICO,2,NULL,HUIXTÁN,SAN ANDRÉS PUERTO RICO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019312,CENTRO DE SALUD MICROREGIONAL SANTA ROSA,2,NULL,HUIXTÁN,SANTA ROSA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019324,CENTRO DE SALUD MICROREGIONAL YIBELJOJ,2,NULL,CHENALHÓ,YIBELJOJ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019336,CENTRO DE SALUD MICROREGIONAL CAÑADA GRANDE,2,NULL,TENEJAPA,CAÑADA GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019341,CENTRO DE SALUD MICROREGIONAL MAJOMUT,2,NULL,CHENALHÓ,MAJOMUT,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019353,CENTRO DE SALUD SIBERIA,2,NULL,CHANAL,SIBERIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019365,CENTRO DE SALUD MICROREGIONAL CHULNA,2,NULL,OXCHUC,CHULNA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019370,CENTRO DE SALUD MICROREGIONAL TZOPILJA,2,NULL,OXCHUC,TZOPILJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019382,CENTRO DE SALUD MICROREGIONAL TZAJALCHÉN,2,NULL,CHAMULA,TZAJALCHÉN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019394,CENTRO DE SALUD MICROREGIONAL CATISHTIC,2,NULL,CHAMULA,CATISHTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019406,CENTRO DE SALUD MICROREGIONAL JOLBON,2,NULL,CHAMULA,JOLBÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019411,CENTRO DE SALUD MICROREGIONAL LAS MINAS,2,NULL,CHAMULA,LAS MINAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019423,CENTRO DE SALUD MICROREGIONAL PAJALTÓN ALTO,2,NULL,CHAMULA,PAJALTÓN ALTO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019435,CENTRO DE SALUD MICROREGIONAL PINAR SALINAS,2,NULL,ZINACANTÁN,PINAR SALINAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019440,CENTRO DE SALUD MICROREGIONAL SAN JOAQUIN,2,NULL,PANTELHÓ,SAN JOAQUÍN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019452,CENTRO DE SALUD MICROREGIONAL TOLBILJA,2,NULL,OXCHUC,TOLBILJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019464,CENTRO DE SALUD MICROREGIONAL  ZANEMBOLOM,2,NULL,CHENALHÓ,TZANEMBOLOM,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019493,SANTIAGO EL PINAR,2,NULL,SANTIAGO EL PINAR,SANTIAGO EL PINAR,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019505,CLÍNICA DE LA MUJER TAPACHULA,7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019510,PALENQUE (U.N.E.M.E. CIRUGÍA AMBULATORIA),6,NULL,PALENQUE,PALENQUE,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019522,ALDAMA,2,NULL,ALDAMA,ALDAMA,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019534,TUXTLA (U.N.E.M.E. CIRUGÍA AMBULATORIA Y TORRE DE DIAGNÓSTICO),1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019546,CLÍNICA DE LA MUJER COMITÁN,3,NULL,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019551,CLÍNICA DE LA MUJER VILLAFLORES,4,NULL,VILLAFLORES,VILLAFLORES,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019563,CENTRO DE SALUD MICROREGIONAL LLANOS DE MORELOS 2A. SECCIÓN,5,NULL,IXTAPANGAJOYA,LLANOS MORELOS 2DA. SECCIÓN,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019575,CENTRO DE SALUD MICROREGIONAL NUEVO SAN ANTONIO,5,NULL,SOLOSUCHIAPA,NUEVO SAN ANTONIO,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019580,CENTRO DE SALUD MICROREGIONAL PEÑITAS EL MICO,5,NULL,OSTUACÁN,PEÑITAS EL MICO,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019592,CENTRO DE SALUD MICROREGIONAL RIVERA GALEANA,5,NULL,SAN ANDRÉS DURAZNAL,RIVERA GALEANA,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019604,CENTRO DE SALUD MICROREGIONAL SAN LORENZO,5,NULL,AMATÁN,SAN LORENZO,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019616,CENTRO DE SALUD MICROREGIONAL FRANCISCO I. MADERO,5,NULL,AMATÁN,FRANCISCO I. MADERO,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019621,CENTRO DE SALUD MICROREGIONAL LA ESPERANZA,5,NULL,AMATÁN,LA ESPERANZA,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019633,CENTRO DE SALUD MICROREGIONAL RIVERA EL VIEJO CARMEN,1,NULL,FRANCISCO LEÓN,RIVERA EL VIEJO CARMEN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019662,CARAVANA DIGNIFICADA  ATOTONILCO,9,NULL,OCOSINGO,ATOTONILCO,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019686,CENTRO DE SALUD MICROREGIONAL SANTO DOMINGO LAS PALMAS,3,NULL,MARAVILLA TENEJAPA,SANTO DOMINGO DE LAS PALMAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019691,CENTRO DE SALUD MICROREGIONAL TACUBA NUEVA,9,NULL,CHILÓN,TACUBA NUEVA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA019715,CENTRO DE SALUD MICROREGIONAL CACATEEL,9,NULL,CHILÓN,CACATEEL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
